SEASON,TEAM,TEAM_CLEANED,PLAYER,NUMBER,AGE,POSITION,POSITION_TYPE,VALUE_EUR,PLAYER_LINK,NATIONALITY
2020,Kuala Lumpur City FC,Kuala Lumpur City FC,Hadin Azman,27,25,Left Winger,Midfielders,225000.0,https://www.transfermarkt.com/hadin-azman/profil/spieler/227203,Malaysia
2020,Kuala Lumpur City FC,Kuala Lumpur City FC,J. Partiban,-,27,Left Winger,Midfielders,175000.0,https://www.transfermarkt.com/j-partiban/profil/spieler/523856,Malaysia
2020,Kuala Lumpur City FC,Kuala Lumpur City FC,Indra Putra Mahayuddin,23,38,Left Winger,Midfielders,75000.0,https://www.transfermarkt.com/indra-putra-mahayuddin/profil/spieler/69302,Malaysia
2020,Kuala Lumpur City FC,Kuala Lumpur City FC,Arif Shaqirin,-,19,Right Winger,Midfielders,1757.0,https://www.transfermarkt.com/arif-shaqirin/profil/spieler/631134,Malaysia
2020,Kuala Lumpur City FC,Kuala Lumpur City FC,Sean Giannelli,19,23,Right Winger,Midfielders,1758.0,https://www.transfermarkt.com/sean-giannelli/profil/spieler/873955,Malaysia
2020,Kuala Lumpur City FC,Kuala Lumpur City FC,Dominique Da Sylva,11,30,Centre-Forward,Midfielders,350000.0,https://www.transfermarkt.com/dominique-da-sylva/profil/spieler/81901,Mauritania
2020,Kuala Lumpur City FC,Kuala Lumpur City FC,Romel Morales,7,22,Centre-Forward,Midfielders,300000.0,https://www.transfermarkt.com/romel-morales/profil/spieler/435000,Colombia
2020,Kuala Lumpur City FC,Kuala Lumpur City FC,Kyrian Nwabueze,-,27,Centre-Forward,Forwards,175000.0,https://www.transfermarkt.com/kyrian-nwabueze/profil/spieler/315193,Nigeria
2020,Kuala Lumpur City FC,Kuala Lumpur City FC,Safee Sali,10,35,Centre-Forward,Forwards,75000.0,https://www.transfermarkt.com/safee-sali/profil/spieler/69310,Malaysia
2020,Kuala Lumpur City FC,Kuala Lumpur City FC,Azim Rahim,21,22,Centre-Forward,Forwards,75000.0,https://www.transfermarkt.com/azim-rahim/profil/spieler/671395,Malaysia
2020,Kuala Lumpur City FC,Kuala Lumpur City FC,Fakrul Aiman,30,30,Centre-Forward,Forwards,50000.0,https://www.transfermarkt.com/fakrul-aiman/profil/spieler/483322,Malaysia
2020,Kuala Lumpur City FC,Kuala Lumpur City FC,Alif Safwan Sallahuddin,-,19,Centre-Forward,Forwards,25000.0,https://www.transfermarkt.com/alif-safwan-sallahuddin/profil/spieler/566121,Malaysia
2020,Selangor FC,Selangor FC,Khairulazhan Khalid,1,30,Goalkeeper,Goalkeeper,150000.0,https://www.transfermarkt.com/khairulazhan-khalid/profil/spieler/315547,Malaysia
2020,Selangor FC,Selangor FC,Tauffiq Ar Rashid,22,24,Goalkeeper,Goalkeeper,25000.0,https://www.transfermarkt.com/tauffiq-ar-rashid/profil/spieler/524669,Malaysia
2020,Selangor FC,Selangor FC,Sikh Izhan Nazrel,-,17,Goalkeeper,Goalkeeper,1768.0,https://www.transfermarkt.com/sikh-izhan-nazrel/profil/spieler/541765,Malaysia
2020,Selangor FC,Selangor FC,Tim Heubach,31,31,Centre-Back,Defenders,300000.0,https://www.transfermarkt.com/tim-heubach/profil/spieler/36192,Germany
2020,Selangor FC,Selangor FC,Safuwan Baharudin,21,28,Centre-Back,Defenders,250000.0,https://www.transfermarkt.com/safuwan-baharudin/profil/spieler/149956,Singapore
2020,Selangor FC,Selangor FC,Manuel Konrad,5,31,Centre-Back,Defenders,225000.0,https://www.transfermarkt.com/manuel-konrad/profil/spieler/38425,Germany
2020,Selangor FC,Selangor FC,Ashmawi Yakin,4,25,Centre-Back,Defenders,25000.0,https://www.transfermarkt.com/ashmawi-yakin/profil/spieler/227214,Malaysia
2020,Selangor FC,Selangor FC,Harith Haiqal,-,17,Centre-Back,Defenders,1773.0,https://www.transfermarkt.com/harith-haiqal/profil/spieler/541770,Malaysia
2020,Selangor FC,Selangor FC,Shivan Pillay,35,19,Centre-Back,Defenders,1774.0,https://www.transfermarkt.com/shivan-pillay/profil/spieler/560103,Malaysia
2020,Selangor FC,Selangor FC,Sharul Nazeem,44,20,Centre-Back,Defenders,1775.0,https://www.transfermarkt.com/sharul-nazeem/profil/spieler/874237,Malaysia
2020,Selangor FC,Selangor FC,R. Dinesh,13,21,Left-Back,Defenders,25000.0,https://www.transfermarkt.com/r-dinesh/profil/spieler/480179,Malaysia
2020,Selangor FC,Selangor FC,Jordan Ayimbila,33,18,Left-Back,Defenders,25000.0,https://www.transfermarkt.com/jordan-ayimbila/profil/spieler/715611,Ghana
2020,Selangor FC,Selangor FC,Syahmi Safari,20,21,Right-Back,Defenders,275000.0,https://www.transfermarkt.com/syahmi-safari/profil/spieler/483678,Malaysia
2020,Selangor FC,Selangor FC,A. Namathevan,26,23,Right-Back,Defenders,50000.0,https://www.transfermarkt.com/a-namathevan/profil/spieler/483672,Malaysia
2020,Selangor FC,Selangor FC,Zikri Khalili,14,17,Right-Back,Midfielders,1780.0,https://www.transfermarkt.com/zikri-khalili/profil/spieler/541787,Malaysia
2020,Selangor FC,Selangor FC,Brendan Gan,88,31,Central Midfield,Midfielders,350000.0,https://www.transfermarkt.com/brendan-gan/profil/spieler/99346,Australia
2020,Selangor FC,Selangor FC,Halim Saari,18,25,Central Midfield,Midfielders,225000.0,https://www.transfermarkt.com/halim-saari/profil/spieler/483397,Malaysia
2020,Selangor FC,Selangor FC,K. Sarkunan,6,23,Central Midfield,Midfielders,125000.0,https://www.transfermarkt.com/k-sarkunan/profil/spieler/483681,Malaysia
2020,Selangor FC,Selangor FC,Mukhairi Ajmal,29,18,Central Midfield,Midfielders,25000.0,https://www.transfermarkt.com/mukhairi-ajmal/profil/spieler/679116,Malaysia
2020,Selangor FC,Selangor FC,Alex Agyarkwa,-,19,Central Midfield,Midfielders,1785.0,https://www.transfermarkt.com/alex-agyarkwa/profil/spieler/830939,Ghana
2020,Selangor FC,Selangor FC,Izreen,-,19,Central Midfield,Midfielders,1786.0,https://www.transfermarkt.com/izreen/profil/spieler/873954,Malaysia
2020,Selangor FC,Selangor FC,Saiful Iskandar,16,20,Left Midfield,Midfielders,1787.0,https://www.transfermarkt.com/saiful-iskandar/profil/spieler/805180,Malaysia
2020,Selangor FC,Selangor FC,Oliver Buff,23,27,Attacking Midfield,Midfielders,500000.0,https://www.transfermarkt.com/oliver-buff/profil/spieler/107785,Switzerland
2020,Selangor FC,Selangor FC,Aliff Haiqal,77,19,Attacking Midfield,Midfielders,25000.0,https://www.transfermarkt.com/aliff-haiqal/profil/spieler/723672,Malaysia
2020,Selangor FC,Selangor FC,Nor Hakim Hassan,19,28,Left Winger,Midfielders,150000.0,https://www.transfermarkt.com/nor-hakim-hassan/profil/spieler/483963,Malaysia
2020,Selangor FC,Selangor FC,Danial Asri,27,19,Left Winger,Midfielders,1791.0,https://www.transfermarkt.com/danial-asri/profil/spieler/874236,Malaysia
2020,Selangor FC,Selangor FC,Hein Htet Aung,30,18,Right Winger,Midfielders,100000.0,https://www.transfermarkt.com/hein-htet-aung/profil/spieler/556029,Myanmar
2020,Selangor FC,Selangor FC,Sean Selvaraj,7,23,Right Winger,Forwards,75000.0,https://www.transfermarkt.com/sean-selvaraj/profil/spieler/560062,Malaysia
2020,Selangor FC,Selangor FC,Wan Zack Haikal,11,28,Right Winger,Forwards,50000.0,https://www.transfermarkt.com/wan-zack-haikal/profil/spieler/215392,Malaysia
2020,Selangor FC,Selangor FC,Nik Sharif Haseefy,-,22,Right Winger,Forwards,25000.0,https://www.transfermarkt.com/nik-sharif-haseefy/profil/spieler/723204,Malaysia
2020,Selangor FC,Selangor FC,Ifedayo Olusegun,12,28,Centre-Forward,Forwards,375000.0,https://www.transfermarkt.com/ifedayo-olusegun/profil/spieler/485505,Nigeria
2020,Selangor FC,Selangor FC,Shahrel Fikri,10,25,Centre-Forward,Forwards,150000.0,https://www.transfermarkt.com/shahrel-fikri/profil/spieler/525055,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Ifwat Akmal,18,23,Goalkeeper,Goalkeeper,175000.0,https://www.transfermarkt.com/ifwat-akmal/profil/spieler/483400,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Ilham Amirullah,1,25,Goalkeeper,Goalkeeper,100000.0,https://www.transfermarkt.com/ilham-amirullah/profil/spieler/259908,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Shahril Sa'ari,55,29,Goalkeeper,Goalkeeper,50000.0,https://www.transfermarkt.com/shahril-saari/profil/spieler/213767,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Renan Alves,36,27,Centre-Back,Defenders,350000.0,https://www.transfermarkt.com/renan-alves/profil/spieler/388605,Brazil
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Rodney Celvin,3,23,Centre-Back,Defenders,150000.0,https://www.transfermarkt.com/rodney-celvin/profil/spieler/483907,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Zulkhairi Zulkeply,30,24,Centre-Back,Defenders,50000.0,https://www.transfermarkt.com/zulkhairi-zulkeply/profil/spieler/484767,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Muhammad Syazwan Tajudin,17,25,Centre-Back,Defenders,25000.0,https://www.transfermarkt.com/muhammad-syazwan-tajudin/profil/spieler/210774,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Fandi Othman,71,27,Left-Back,Defenders,100000.0,https://www.transfermarkt.com/fandi-othman/profil/spieler/215398,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Ariff Farhan,27,23,Left-Back,Defenders,50000.0,https://www.transfermarkt.com/ariff-farhan/profil/spieler/243448,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Rizal Ghazali,15,27,Right-Back,Defenders,175000.0,https://www.transfermarkt.com/rizal-ghazali/profil/spieler/474219,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Fairuz Zakaria,13,22,Right-Back,Defenders,1808.0,https://www.transfermarkt.com/fairuz-zakaria/profil/spieler/809965,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Loqman Hakim,98,21,Right-Back,Defenders,1809.0,https://www.transfermarkt.com/loqman-hakim/profil/spieler/548395,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Anumanthan Kumar,6,25,Defensive Midfield,Defenders,75000.0,https://www.transfermarkt.com/anumanthan-kumar/profil/spieler/221638,Singapore
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Asnan Ahmad,-,26,Defensive Midfield,Defenders,1811.0,https://www.transfermarkt.com/asnan-ahmad/profil/spieler/873976,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Baddrol Bakhtiar,7,31,Central Midfield,Midfielders,300000.0,https://www.transfermarkt.com/baddrol-bakhtiar/profil/spieler/69295,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Fadzrul Danel,20,21,Central Midfield,Midfielders,150000.0,https://www.transfermarkt.com/fadzrul-danel/profil/spieler/670072,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Amirul Hisyam,16,24,Central Midfield,Midfielders,75000.0,https://www.transfermarkt.com/amirul-hisyam/profil/spieler/440497,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Faizat Ghazli,23,25,Attacking Midfield,Midfielders,75000.0,https://www.transfermarkt.com/faizat-ghazli/profil/spieler/261295,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Syazwan Zainon,-,30,Left Winger,Midfielders,150000.0,https://www.transfermarkt.com/syazwan-zainon/profil/spieler/474572,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Fayadh Zulkifi,21,21,Left Winger,Midfielders,50000.0,https://www.transfermarkt.com/fayadh-zulkifi/profil/spieler/676837,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Zhafir Yusoff,-,20,Left Winger,Midfielders,25000.0,https://www.transfermarkt.com/zhafir-yusoff/profil/spieler/712064,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Sheang Tsung Tam,22,24,Left Winger,Midfielders,25000.0,https://www.transfermarkt.com/sheang-tsung-tam/profil/spieler/226789,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Rozaimi Rahman,11,27,Left Winger,Midfielders,1820.0,https://www.transfermarkt.com/rozaimi-rahman/profil/spieler/560097,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Rabih Ataya,8,30,Right Winger,Midfielders,300000.0,https://www.transfermarkt.com/rabih-ataya/profil/spieler/104253,Lebanon
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Azammuddin Akil,77,34,Right Winger,Midfielders,50000.0,https://www.transfermarkt.com/azammuddin-akil/profil/spieler/228892,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Kpah Sherman,9,27,Centre-Forward,Midfielders,350000.0,https://www.transfermarkt.com/kpah-sherman/profil/spieler/330761,Liberia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Kipré Tchetche,10,32,Centre-Forward,Midfielders,250000.0,https://www.transfermarkt.com/kipre-tchetche/profil/spieler/493765,Cote d'Ivoire
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Afeeq Iqmal Rosli,-,20,Centre-Forward,Forwards,1825.0,https://www.transfermarkt.com/afeeq-iqmal-rosli/profil/spieler/931182,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Fikhri Zulkiflee,-,20,Centre-Forward,Forwards,1826.0,https://www.transfermarkt.com/fikhri-zulkiflee/profil/spieler/932602,Malaysia
2020,Kedah Darul Aman FC,Kedah Darul Aman FC,Aiman Afif,19,18,Centre-Forward,Forwards,1827.0,https://www.transfermarkt.com/aiman-afif/profil/spieler/805191,Malaysia
2020,Sabah FC,Sabah FC,Ramzi Mustakim,-,20,Goalkeeper,Goalkeeper,1829.0,https://www.transfermarkt.com/ramzi-mustakim/profil/spieler/933905,Malaysia
2020,Sabah FC,Sabah FC,Joslan,1,20,Goalkeeper,Goalkeeper,1830.0,https://www.transfermarkt.com/joslan/profil/spieler/873974,Malaysia
2020,Sabah FC,Sabah FC,Rendy Rining,22,26,Goalkeeper,Defenders,1831.0,https://www.transfermarkt.com/rendy-rining/profil/spieler/804022,Malaysia
2020,Sabah FC,Sabah FC,Rozaimie Rohim,30,35,Goalkeeper,Defenders,1832.0,https://www.transfermarkt.com/rozaimie-rohim/profil/spieler/804056,Malaysia
2020,Sabah FC,Sabah FC,Risto Mitrevski,5,28,Centre-Back,Defenders,250000.0,https://www.transfermarkt.com/risto-mitrevski/profil/spieler/136556,Macedonia
2020,Sabah FC,Sabah FC,Raffi Nagoorgani,4,27,Centre-Back,Defenders,125000.0,https://www.transfermarkt.com/raffi-nagoorgani/profil/spieler/483967,Malaysia
2020,Sabah FC,Sabah FC,Mafry Balang,2,35,Centre-Back,Defenders,50000.0,https://www.transfermarkt.com/mafry-balang/profil/spieler/483617,Malaysia
2020,Sabah FC,Sabah FC,Naaim Firdaus,-,20,Centre-Back,Defenders,1837.0,https://www.transfermarkt.com/naaim-firdaus/profil/spieler/933766,Malaysia
2020,Sabah FC,Sabah FC,Gerald Gadit,-,20,Centre-Back,Defenders,1838.0,https://www.transfermarkt.com/gerald-gadit/profil/spieler/933907,Malaysia
2020,Sabah FC,Sabah FC,Rawilson Batuil,3,25,Centre-Back,Defenders,1839.0,https://www.transfermarkt.com/rawilson-batuil/profil/spieler/595838,Malaysia
2020,Sabah FC,Sabah FC,Hanafie Tokyo,36,20,Centre-Back,Defenders,1840.0,https://www.transfermarkt.com/hanafie-tokyo/profil/spieler/885966,Malaysia
2020,Sabah FC,Sabah FC,Nazirul Naim,-,26,Left-Back,Defenders,200000.0,https://www.transfermarkt.com/nazirul-naim/profil/spieler/215397,Malaysia
2020,Sabah FC,Sabah FC,V. Ruventhiran,-,18,Left-Back,Midfielders,1842.0,https://www.transfermarkt.com/v-ruventhiran/profil/spieler/874219,Malaysia
2020,Sabah FC,Sabah FC,Jenius Karib,14,26,Left-Back,Midfielders,1843.0,https://www.transfermarkt.com/jenius-karib/profil/spieler/804019,Malaysia
2020,Sabah FC,Sabah FC,Evan Wensley,25,21,Left-Back,Midfielders,1844.0,https://www.transfermarkt.com/evan-wensley/profil/spieler/804026,Malaysia
2020,Sabah FC,Sabah FC,Dendy Lowa,-,27,Right-Back,Midfielders,1845.0,https://www.transfermarkt.com/dendy-lowa/profil/spieler/804053,Malaysia
2020,Sabah FC,Sabah FC,Randy Baruh,15,24,Right-Back,Midfielders,1846.0,https://www.transfermarkt.com/randy-baruh/profil/spieler/804024,Malaysia
2020,Sabah FC,Sabah FC,Tae-su Park,6,30,Defensive Midfield,Midfielders,125000.0,https://www.transfermarkt.com/tae-su-park/profil/spieler/178102,"Korea, South"
2020,Sabah FC,Sabah FC,Alto Linus,11,33,Midfielder,Midfielders,1848.0,https://www.transfermarkt.com/alto-linus/profil/spieler/804052,Malaysia
2020,Sabah FC,Sabah FC,Azwan Abd Fattah,18,25,Midfielder,Midfielders,1849.0,https://www.transfermarkt.com/azwan-abd-fattah/profil/spieler/804049,Malaysia
2020,Sabah FC,Sabah FC,Ricco Nigel Milus,20,26,Midfielder,Midfielders,1850.0,https://www.transfermarkt.com/ricco-nigel-milus/profil/spieler/804059,Malaysia
2020,Sabah FC,Sabah FC,Sabri bin Sahar,23,27,Midfielder,Midfielders,1851.0,https://www.transfermarkt.com/sabri-bin-sahar/profil/spieler/804015,Malaysia
2020,Sabah FC,Sabah FC,Nureikhan Isa,39,19,Midfielder,Midfielders,1852.0,https://www.transfermarkt.com/nureikhan-isa/profil/spieler/885965,Malaysia
2020,Sabah FC,Sabah FC,Azizzan Nordin,8,25,Central Midfield,Midfielders,1853.0,https://www.transfermarkt.com/azizzan-nordin/profil/spieler/210764,Malaysia
2020,Sabah FC,Sabah FC,Syukri Baharun,24,20,Central Midfield,Midfielders,1854.0,https://www.transfermarkt.com/syukri-baharun/profil/spieler/804048,Malaysia
2020,Sabah FC,Sabah FC,Harith Naem Jaineh,-,17,Right Midfield,Forwards,1855.0,https://www.transfermarkt.com/harith-naem-jaineh/profil/spieler/541753,Malaysia
2020,Sabah FC,Sabah FC,Hamran Peter,13,22,Right Midfield,Forwards,1856.0,https://www.transfermarkt.com/hamran-peter/profil/spieler/804021,Malaysia
2020,Sabah FC,Sabah FC,Levy Madinda,7,27,Attacking Midfield,Forwards,300000.0,https://www.transfermarkt.com/levy-madinda/profil/spieler/21297,Gabon
2020,Sabah FC,Sabah FC,Sahrizan Saidin,-,20,Attacking Midfield,Forwards,1858.0,https://www.transfermarkt.com/sahrizan-saidin/profil/spieler/911875,Malaysia
2020,Sabah FC,Sabah FC,Saddil Ramdani,48,20,Left Winger,Forwards,200000.0,https://www.transfermarkt.com/saddil-ramdani/profil/spieler/506303,Indonesia
2020,Sabah FC,Sabah FC,Ummareng Bacok,19,25,Right Winger,Forwards,1860.0,https://www.transfermarkt.com/ummareng-bacok/profil/spieler/804047,Malaysia
2020,Sabah FC,Sabah FC,Amri Yahyah,17,38,Second Striker,Forwards,50000.0,https://www.transfermarkt.com/amri-yahyah/profil/spieler/120049,Malaysia
2020,Sabah FC,Sabah FC,Sam Johnson,-,26,Centre-Forward,Forwards,800000.0,https://www.transfermarkt.com/sam-johnson/profil/spieler/252062,Liberia
2020,Sabah FC,Sabah FC,Josip Ivancic,10,28,Centre-Forward,Forwards,200000.0,https://www.transfermarkt.com/josip-ivancic/profil/spieler/194179,Jugoslawien (SFR)
2020,Sabah FC,Sabah FC,N. Thanabalan,-,24,Centre-Forward,Goalkeeper,50000.0,https://www.transfermarkt.com/n-thanabalan/profil/spieler/545287,Malaysia
2020,Sabah FC,Sabah FC,Bobby Gonzales,9,35,Centre-Forward,Goalkeeper,25000.0,https://www.transfermarkt.com/bobby-gonzales/profil/spieler/299350,Malaysia
2020,Sabah FC,Sabah FC,Ariusdius Jais,16,21,Striker,Goalkeeper,1866.0,https://www.transfermarkt.com/ariusdius-jais/profil/spieler/804018,Malaysia
2020,Sabah FC,Sabah FC,Maxsius Musa,21,26,Striker,Goalkeeper,1867.0,https://www.transfermarkt.com/maxsius-musa/profil/spieler/259973,Malaysia
2020,Sabah FC,Sabah FC,Rahman Shah,26,23,Centre-Forward,Goalkeeper,1868.0,https://www.transfermarkt.com/rahman-shah/profil/spieler/804020,Malaysia
2020,Terengganu FC,Terengganu FC,Suhaimi Husin,38,25,Goalkeeper,Goalkeeper,50000.0,https://www.transfermarkt.com/suhaimi-husin/profil/spieler/483945,Malaysia
2020,Terengganu FC,Terengganu FC,Sharmiza Yusof,-,30,Goalkeeper,Goalkeeper,1870.0,https://www.transfermarkt.com/sharmiza-yusof/profil/spieler/805262,Malaysia
2020,Terengganu FC,Terengganu FC,Syed Nasrulhaq,1,20,Goalkeeper,Goalkeeper,1871.0,https://www.transfermarkt.com/syed-nasrulhaq/profil/spieler/874105,Malaysia
2020,Terengganu FC,Terengganu FC,Rahadiazli Rahalim,26,18,Goalkeeper,Defenders,1872.0,https://www.transfermarkt.com/rahadiazli-rahalim/profil/spieler/805261,Malaysia
2020,Terengganu FC,Terengganu FC,Amirul Hafizul Samsol,-,23,Defender,Defenders,1873.0,https://www.transfermarkt.com/amirul-hafizul-samsol/profil/spieler/811821,Malaysia
2020,Terengganu FC,Terengganu FC,Argzim Redzovic,24,27,Centre-Back,Defenders,250000.0,https://www.transfermarkt.com/argzim-redzovic/profil/spieler/166218,Jugoslawien (SFR)
2020,Terengganu FC,Terengganu FC,Muhammad Faudzi,3,23,Centre-Back,Defenders,50000.0,https://www.transfermarkt.com/muhammad-faudzi/profil/spieler/684330,Malaysia
2020,Terengganu FC,Terengganu FC,Carlie de Murga,6,31,Centre-Back,Defenders,50000.0,https://www.transfermarkt.com/carlie-de-murga/profil/spieler/228984,Spain
2020,Terengganu FC,Terengganu FC,Shahrul Nizam Ros Hasni,5,21,Centre-Back,Defenders,1877.0,https://www.transfermarkt.com/shahrul-nizam-ros-hasni/profil/spieler/584319,Malaysia
2020,Terengganu FC,Terengganu FC,Arif Fadzilah,2,23,Left-Back,Defenders,125000.0,https://www.transfermarkt.com/arif-fadzilah/profil/spieler/483946,Malaysia
2020,Terengganu FC,Terengganu FC,Alif Zakaria,25,22,Left-Back,Defenders,1879.0,https://www.transfermarkt.com/alif-zakaria/profil/spieler/874521,Malaysia
2020,Terengganu FC,Terengganu FC,Hairiey Hakim Mamat,55,19,Left-Back,Defenders,1880.0,https://www.transfermarkt.com/hairiey-hakim-mamat/profil/spieler/805264,Malaysia
2020,Terengganu FC,Terengganu FC,Hafizal Mohamad,13,26,Right-Back,Defenders,1881.0,https://www.transfermarkt.com/hafizal-mohamad/profil/spieler/523727,Malaysia
2020,Terengganu FC,Terengganu FC,Azam Azmi,23,18,Right-Back,Defenders,1882.0,https://www.transfermarkt.com/azam-azmi/profil/spieler/805265,Malaysia
2020,Terengganu FC,Terengganu FC,Azarul Nazarith,27,21,Right-Back,Midfielders,1883.0,https://www.transfermarkt.com/azarul-nazarith/profil/spieler/805192,Malaysia
2020,Terengganu FC,Terengganu FC,Chris Herd,32,30,Defensive Midfield,Midfielders,325000.0,https://www.transfermarkt.com/chris-herd/profil/spieler/61572,Australia
2020,Terengganu FC,Terengganu FC,Habib Haroon,-,19,Defensive Midfield,Midfielders,1885.0,https://www.transfermarkt.com/habib-haroon/profil/spieler/736876,Bahrain
2020,Terengganu FC,Terengganu FC,Asnan Ahmad,8,26,Defensive Midfield,Midfielders,1886.0,https://www.transfermarkt.com/asnan-ahmad/profil/spieler/873976,Malaysia
2020,Terengganu FC,Terengganu FC,Sharin Sapien,20,25,Central Midfield,Midfielders,75000.0,https://www.transfermarkt.com/sharin-sapien/profil/spieler/669916,Malaysia
2020,Terengganu FC,Terengganu FC,Nasir Basharudin,4,29,Central Midfield,Midfielders,50000.0,https://www.transfermarkt.com/nasir-basharudin/profil/spieler/377356,Malaysia
2020,Terengganu FC,Terengganu FC,Azalinullah Alias,18,23,Central Midfield,Midfielders,50000.0,https://www.transfermarkt.com/azalinullah-alias/profil/spieler/483950,Malaysia
2020,Terengganu FC,Terengganu FC,Dechi Marcel N'Guessan,30,28,Central Midfield,Midfielders,50000.0,https://www.transfermarkt.com/dechi-marcel-nguessan/profil/spieler/488256,Cote d'Ivoire
2020,Terengganu FC,Terengganu FC,Makan Konate,10,28,Attacking Midfield,Midfielders,475000.0,https://www.transfermarkt.com/makan-konate/profil/spieler/354938,Mali
2020,Terengganu FC,Terengganu FC,Lee Tuck,-,31,Attacking Midfield,Midfielders,250000.0,https://www.transfermarkt.com/lee-tuck/profil/spieler/105061,Malaysia
2020,Terengganu FC,Terengganu FC,Nik Akif,22,20,Attacking Midfield,Midfielders,1893.0,https://www.transfermarkt.com/nik-akif/profil/spieler/526642,Malaysia
2020,Terengganu FC,Terengganu FC,Engku Shakir,29,21,Attacking Midfield,Midfielders,1894.0,https://www.transfermarkt.com/engku-shakir/profil/spieler/811829,Malaysia
2020,Terengganu FC,Terengganu FC,Faiz Nasir,15,27,Left Winger,Midfielders,200000.0,https://www.transfermarkt.com/faiz-nasir/profil/spieler/523858,Malaysia
2020,Terengganu FC,Terengganu FC,Faisal Halim,7,21,Left Winger,Forwards,50000.0,https://www.transfermarkt.com/faisal-halim/profil/spieler/480250,Malaysia
2020,Terengganu FC,Terengganu FC,Hakimi Abdullah,16,20,Left Winger,Forwards,1897.0,https://www.transfermarkt.com/hakimi-abdullah/profil/spieler/631164,Malaysia
2020,Terengganu FC,Terengganu FC,Rahmat Makasuf,28,22,Right Winger,Forwards,25000.0,https://www.transfermarkt.com/rahmat-makasuf/profil/spieler/723509,Malaysia
2020,Terengganu FC,Terengganu FC,David da Silva,14,30,Centre-Forward,Forwards,300000.0,https://www.transfermarkt.com/david-da-silva/profil/spieler/190933,Brazil
2020,Terengganu FC,Terengganu FC,Arif Anwar,11,24,Centre-Forward,Forwards,50000.0,https://www.transfermarkt.com/arif-anwar/profil/spieler/523593,Malaysia
2020,Terengganu FC,Terengganu FC,Isa Raman,17,19,Centre-Forward,Forwards,1901.0,https://www.transfermarkt.com/isa-raman/profil/spieler/874208,Malaysia
2020,Terengganu FC,Terengganu FC,Jordan Mintah,82,24,Centre-Forward,Forwards,1902.0,https://www.transfermarkt.com/jordan-mintah/profil/spieler/357798,Ghana
2020,Sri Pahang FC,Sri Pahang FC,Zarif Irfan,31,24,Goalkeeper,Goalkeeper,150000.0,https://www.transfermarkt.com/zarif-irfan/profil/spieler/483670,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Helmi Eliza,1,36,Goalkeeper,Goalkeeper,100000.0,https://www.transfermarkt.com/helmi-eliza/profil/spieler/69296,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Daniel Wafiuddin,18,22,Goalkeeper,Defenders,1906.0,https://www.transfermarkt.com/daniel-wafiuddin/profil/spieler/804043,Malaysia
2020,Sri Pahang FC,Sri Pahang FC,Hérold Goulon,3,31,Centre-Back,Defenders,300000.0,https://www.transfermarkt.com/herold-goulon/profil/spieler/41978,France
2020,Sri Pahang FC,Sri Pahang FC,Nicholas Swirad,-,28,Centre-Back,Defenders,150000.0,https://www.transfermarkt.com/nicholas-swirad/profil/spieler/519253,England
2020,Sri Pahang FC,Sri Pahang FC,Mamadou Wagué,4,29,Centre-Back,Defenders,150000.0,https://www.transfermarkt.com/mamadou-wague/profil/spieler/101808,France
